Nodo0state :[2, 2, 2, 0, 0]
Nodo1state :[3, 3, 2, 3, 0]
Nodo2state :[2, 3, 2, 3, 1]
Nodo3state :[2, 3, 2, 0, 1]
Nodo4state :[2, 3, 2, 0, 1]
Nodo5state :[2, 2, 2, 1, 1]
Nodo6state :[2, 2, 2, 1, 1]
Nodo7state :[2, 2, 2, 3, 1]
Nodo8state :[2, 2, 2, 0, 1]
Nodo9state :[2, 2, 2, 0, 1]
Nodo10state :[3, 3, 2, 3, 2]
Nodo11state :[3, 3, 2, 3, 2]
Nodo12state :[3, 3, 2, 3, 2]
Nodo13state :[3, 3, 2, 3, 2]
Nodo14state :[3, 3, 2, 3, 2]
Nodo15state :[3, 3, 2, 3, 2]
Nodo16state :[3, 3, 2, 3, 2]
Nodo17state :[3, 3, 2, 3, 2]
Nodo18state :[3, 3, 2, 3, 2]
Nodo19state :[3, 3, 2, 3, 2]
Nodo20state :[3, 3, 2, 3, 2]
Nodo21state :[3, 3, 2, 3, 2]
Nodo22state :[3, 3, 2, 3, 2]
Nodo23state :[3, 3, 2, 3, 2]
Nodo24state :[3, 3, 2, 3, 2]
Nodo25state :[3, 3, 2, 3, 2]
Nodo26state :[3, 3, 2, 3, 2]
Nodo27state :[0, 1, 0, 2, 0]
Nodo28state :[3, 3, 2, 3, 2]
Nodo29state :[0, 1, 0, 2, 0]
Nodo30state :[0, 1, 0, 2, 0]
Nodo31state :[0, 1, 0, 2, 0]
Nodo32state :[0, 1, 0, 2, 0]
Nodo33state :[0, 1, 0, 2, 2]
Nodo34state :[2, 3, 0, 3, 2]
Nodo35state :[2, 1, 0, 3, 2]
Nodo36state :[2, 3, 0, 3, 2]
Nodo37state :[3, 3, 2, 3, 2]
Nodo38state :[3, 3, 2, 3, 2]
Nodo39state :[3, 3, 2, 3, 2]
Nodo40state :[3, 3, 2, 3, 2]
Nodo41state :[3, 3, 2, 3, 2]
Nodo42state :[3, 3, 2, 3, 2]
Nodo43state :[3, 3, 2, 3, 2]
Nodo44state :[3, 3, 2, 3, 2]
Nodo45state :[3, 3, 2, 3, 2]
Nodo46state :[3, 3, 2, 3, 2]
Nodo47state :[2, 3, 2, 3, 1]
Nodo48state :[2, 2, 2, 0, 0]
Nodo49state :[2, 2, 2, 0, 0]
